"","reclat","reclong","lat_lng"
"135",48.15,24.2833,"48.15,24.2833"
"136",55.4667,35.8667,"55.4667,35.8667"
"137",51.3333,33.8833,"51.3333,33.8833"
"138",17.7107,-11.3715,"17.7107,-11.3715"
"139",17.1749,-11.3413,"17.1749,-11.3413"
"140",54.5667,-6.3333,"54.5667,-6.3333"
"141",40.5,-80.0833,"40.5,-80.0833"
"142",50.6,16.3,"50.6,16.3"
"143",50.6669,8.1836,"50.6669,8.1836"
"144",53.4,9.1,"53.4,9.1"
"145",52.1333,59.3167,"52.1333,59.3167"
"146",53.9,-112.8833,"53.9,-112.8833"
"147",39.7798,64.6004,"39.7798,64.6004"
"148",-31.35,129.19,"-31.35,129.19"
"149",10.0167,9.5833,"10.0167,9.5833"
"150",5,48,"5,48"
"151",37.6219,-82.2372,"37.6219,-82.2372"
"152",40.2,29.2333,"40.2,29.2333"
"153",46.45,25.7833,"46.45,25.7833"
"154",26.7833,82.8333,"26.7833,82.8333"
"155",27.0833,84.0833,"27.0833,84.0833"
"156",52.996,-109.8482,"52.996,-109.8482"
"157",37.9833,-1.1667,"37.9833,-1.1667"
"158",35.5,-93.5,"35.5,-93.5"
"159",43.8389,20.3333,"43.8389,20.3333"
"160",3.405,-76.51,"3.405,-76.51"
"161",11.75,122.3333,"11.75,122.3333"
"162",-7.0333,-40.1667,"-7.0333,-40.1667"
"163",39.8,26.6,"39.8,26.6"
"164",41.25,1.6667,"41.25,1.6667"
"165",43.3833,-5.15,"43.3833,-5.15"
"166",38.4703,-105.2414,"38.4703,-105.2414"
"167",37.2667,-89.5833,"37.2667,-89.5833"
"168",-30.8833,-64.55,"-30.8833,-64.55"
"169",-16.6644,-69.0439,"-16.6644,-69.0439"
"170",38.5,27,"38.5,27"
"171",36.0833,-78.0667,"36.0833,-78.0667"
"172",43.35,11.5,"43.35,11.5"
"173",44.3833,-68.75,"44.3833,-68.75"
"174",39.8,16.2,"39.8,16.2"
"175",36.5,-79.25,"36.5,-79.25"
"176",26.4667,-105.2333,"26.4667,-105.2333"
"177",43.2,-96.9167,"43.2,-96.9167"
"178",45.0833,8.3,"45.0833,8.3"
"179",28.5333,109.3167,"28.5333,109.3167"
"180",25.3667,81.6667,"25.3667,81.6667"
"181",25.85,83.4833,"25.85,83.4833"
"182",-30.7833,-58.05,"-30.7833,-58.05"
"183",20.2667,76.0167,"20.2667,76.0167"
"184",27.2833,79.05,"27.2833,79.05"
"185",29.0833,111.75,"29.0833,111.75"
"186",46.6833,1.05,"46.6833,1.05"
"187",36.1667,-87.3333,"36.1667,-87.3333"
"188",47.9333,1.5667,"47.9333,1.5667"
"189",29.4833,75.5,"29.4833,75.5"
"190",47.7167,5.3667,"47.7167,5.3667"
"191",47.9333,2.9167,"47.9333,2.9167"
"192",41.9333,-7.4667,"41.9333,-7.4667"
"193",-3.6667,32.5,"-3.6667,32.5"
"194",54.8167,61.1167,"54.8167,61.1167"
"195",23.6964,-5.0147,"23.6964,-5.0147"
"196",53.7,30.1,"53.7,30.1"
"197",35.0333,-81.8833,"35.0333,-81.8833"
"198",46.55,6.8167,"46.55,6.8167"
"199",50.8333,34,"50.8333,34"
"200",14.5,76.5,"14.5,76.5"
"201",17.9,101.6333,"17.9,101.6333"
"202",40.9333,-79.7333,"40.9333,-79.7333"
"203",-10.0594,33.395,"-10.0594,33.395"
"204",-17.35,13.9667,"-17.35,13.9667"
"205",47.4708,0.9767,"47.4708,0.9767"
"206",-6.95,108.1,"-6.95,108.1"
"207",32.1025,-81.8728,"32.1025,-81.8728"
"208",44.9,-90.2833,"44.9,-90.2833"
"209",-33.1333,19.3833,"-33.1333,19.3833"
"210",43.7611,-84.5078,"43.7611,-84.5078"
"211",42.5333,12.6167,"42.5333,12.6167"
"212",-19.85,-47.55,"-19.85,-47.55"
"213",21.1667,-100.8667,"21.1667,-100.8667"
"214",10.2,76.2667,"10.2,76.2667"
"215",35.95,-97.5833,"35.95,-97.5833"
"216",-27.7,27.3,"-27.7,27.3"
"217",35.6333,-78.1333,"35.6333,-78.1333"
"218",54.6167,-6.2167,"54.6167,-6.2167"
"219",36.8333,-84.35,"36.8333,-84.35"
"220",38.4,-84.25,"38.4,-84.25"
"221",35.6167,8.8333,"35.6167,8.8333"
"222",26.9167,83.9667,"26.9167,83.9667"
"223",-28.2,24.5667,"-28.2,24.5667"
"224",34.4,-87.0667,"34.4,-87.0667"
"225",49.8667,8.65,"49.8667,8.65"
"226",41.9844,59.685,"41.9844,59.685"
"227",-1.8709,-79.9576,"-1.8709,-79.9576"
"228",43,-80,"43,-80"
"229",40.25,-74,"40.25,-74"
"230",28.5667,77.25,"28.5667,77.25"
"231",51.4667,84.7667,"51.4667,84.7667"
"232",39.7825,-104.9306,"39.7825,-104.9306"
"233",26.6833,93.8667,"26.6833,93.8667"
"234",25.7333,73.6167,"25.7333,73.6167"
"235",19,81,"19,81"
"236",24.225,76.525,"24.225,76.525"
"237",22.3778,71.4272,"22.3778,71.4272"
"238",14.8833,75.6,"14.8833,75.6"
"239",32.2333,76.4667,"32.2333,76.4667"
"240",37.3517,27.33,"37.3517,27.33"
"241",-33.75,18.5667,"-33.75,18.5667"
"242",-31.8833,-60.4667,"-31.8833,-60.4667"
"243",-7.5,111.5,"-7.5,111.5"
"244",12.7333,15.05,"12.7333,15.05"
"245",36.95,9.55,"36.95,9.55"
"246",23.5,90.3333,"23.5,90.3333"
"247",50.75,25.3,"50.75,25.3"
"248",40,29,"40,29"
"249",45.5,119.0333,"45.5,119.0333"
"250",21.8667,82.45,"21.8667,82.45"
"251",32.9167,120.7833,"32.9167,120.7833"
"252",51.2,112.3,"51.2,112.3"
"253",13.05,3.1667,"13.05,3.1667"
"254",32.3333,-6.3,"32.3333,-6.3"
"255",-13.6667,33.9167,"-13.6667,33.9167"
"256",36.4,-86.5,"36.4,-86.5"
"257",42.52,-82.26,"42.52,-82.26"
"258",42.4583,18.4417,"42.4583,18.4417"
"259",-31.6667,152.8333,"-31.6667,152.8333"
"260",52.55,-8.0333,"52.55,-8.0333"
"261",43.3333,128.25,"43.3333,128.25"
"262",30.3,76.6333,"30.3,76.6333"
"263",-4,39.5,"-4,39.5"
"264",33.4333,127.2667,"33.4333,127.2667"
"265",-27.2,31.3167,"-27.2,31.3167"
"266",26.25,82,"26.25,82"
"267",-3,151,"-3,151"
"268",40.7817,-96.4717,"40.7817,-96.4717"
"269",-17.3,15.8333,"-17.3,15.8333"
"270",48.9,11.2167,"48.9,11.2167"
"271",56.0333,13,"56.0333,13"
"272",28.2667,78.7833,"28.2667,78.7833"
"273",34.4167,3.25,"34.4167,3.25"
"274",25.37,-97.37,"25.37,-97.37"
"275",19.9672,-103.0517,"19.9672,-103.0517"
"276",39.2467,-104.5882,"39.2467,-104.5882"
"277",50.1833,12.7333,"50.1833,12.7333"
"278",47.8333,37.6667,"47.8333,37.6667"
"279",51.75,4,"51.75,4"
"280",-29.4667,151.6167,"-29.4667,151.6167"
"281",30.3,109.5,"30.3,109.5"
"282",47.8667,7.35,"47.8667,7.35"
"283",48.1833,6.4667,"48.1833,6.4667"
"284",19.0333,81.8917,"19.0333,81.8917"
"285",40.3,44.5,"40.3,44.5"
"286",1.1667,44.1667,"1.1667,44.1667"
"287",52.2167,11.25,"52.2167,11.25"
"288",46.25,-1.1,"46.25,-1.1"
"289",2.8833,30.8333,"2.8833,30.8333"
"290",43.4167,-94.8333,"43.4167,-94.8333"
"291",39.75,-97.0333,"39.75,-97.0333"
"292",35.55,-77.5333,"35.55,-77.5333"
"293",44.3833,2.8167,"44.3833,2.8167"
"294",36.05,-94.1667,"36.05,-94.1667"
"295",36.8833,8.45,"36.8833,8.45"
"296",32.5333,-87.1667,"32.5333,-87.1667"
"297",34.6,116.75,"34.6,116.75"
"298",36.1,-81.4167,"36.1,-81.4167"
"299",43.1811,13.7533,"43.1811,13.7533"
"300",47.8167,-96.85,"47.8167,-96.85"
"301",30.8333,-97.7667,"30.8333,-97.7667"
"302",43.25,-93.6667,"43.25,-93.6667"
"303",-33.35,146.8583,"-33.35,146.8583"
"304",36.7833,-78.0833,"36.7833,-78.0833"
"305",50.95,7.3167,"50.95,7.3167"
"306",33.0167,-83.9667,"33.0167,-83.9667"
"307",28.25,7,"28.25,7"
"308",34.4833,-87.8333,"34.4833,-87.8333"
"309",31.4756,113.5669,"31.4756,113.5669"
"310",33.1833,130.2,"33.1833,130.2"
"311",55.3333,10.3333,"55.3333,10.3333"
"312",25.95,80.8167,"25.95,80.8167"
"313",32.9,115.9,"32.9,115.9"
"314",44.3,0.4,"44.3,0.4"
"315",7.05,12.4333,"7.05,12.4333"
"316",51.6833,30.7833,"51.6833,30.7833"
"317",27.35,68.5333,"27.35,68.5333"
"318",11.65,-2.1833,"11.65,-2.1833"
"319",27.8833,68.5333,"27.8833,68.5333"
"320",41.6833,-112.1333,"41.6833,-112.1333"
"321",12.85,11.0333,"12.85,11.0333"
"322",14.1508,-2.0417,"14.1508,-2.0417"
"323",12.9167,11.9167,"12.9167,11.9167"
"324",35.5333,136.8833,"35.5333,136.8833"
"325",37.3167,13.5667,"37.3167,13.5667"
"326",9.6,9.9167,"9.6,9.9167"
"327",52.2,6.8667,"52.2,6.8667"
"328",-7.25,107.7,"-7.25,107.7"
"329",57.35,37.6167,"57.35,37.6167"
"330",52.4597,-0.3,"52.4597,-0.3"
"331",50.6667,16.7667,"50.6667,16.7667"
"332",24.2333,89.05,"24.2333,89.05"
"333",48.2833,38.0833,"48.2833,38.0833"
"334",42.9,2.25,"42.9,2.25"
"335",60.6667,11,"60.6667,11"
"336",43.2,-79.6167,"43.2,-79.6167"
"337",43.6667,45.3833,"43.6667,45.3833"
"338",49.2667,18.7167,"49.2667,18.7167"
"339",46.35,30.5833,"46.35,30.5833"
"340",51.9333,15.5,"51.9333,15.5"
"341",52.8667,16.6333,"52.8667,16.6333"
"342",-33,-58.6167,"-33,-58.6167"
"343",39.8042,122.7639,"39.8042,122.7639"
"344",24.1,105,"24.1,105"
"345",37.1,118.4,"37.1,118.4"
"346",38.7333,-6.0167,"38.7333,-6.0167"
"347",43.7667,20.2333,"43.7667,20.2333"
"348",13.5,-0.6833,"13.5,-0.6833"
"349",9.9167,13.9833,"9.9167,13.9833"
"350",22.9833,76.05,"22.9833,76.05"
"351",11.4917,11.6583,"11.4917,11.6583"
"352",42.9,24.7,"42.9,24.7"
"353",13.7833,78.5667,"13.7833,78.5667"
"354",9.3667,42.4167,"9.3667,42.4167"
"355",51.9167,8.3833,"51.9167,8.3833"
"356",35,127.5,"35,127.5"
"357",35.65,139.3333,"35.65,139.3333"
"358",50.3167,3.7333,"50.3167,3.7333"
"359",57.8167,16.2333,"57.8167,16.2333"
"360",41.3833,-86.6,"41.3833,-86.6"
"361",26.8,82.5333,"26.8,82.5333"
"362",28.3833,75.7833,"28.3833,75.7833"
"363",32.675,-94.5117,"32.675,-94.5117"
"364",38.25,-86.1667,"38.25,-86.1667"
"365",35.2945,136.7003,"35.2945,136.7003"
"366",28.95,0.8167,"28.95,0.8167"
"367",51.65,-1.5167,"51.65,-1.5167"
"368",60.2456,22.0619,"60.2456,22.0619"
"369",55.4667,13.7833,"55.4667,13.7833"
"370",27.3333,35.6667,"27.3333,35.6667"
"371",10,-84.1,"10,-84.1"
"372",59.85,17.6667,"59.85,17.6667"
"373",33.6,130.4333,"33.6,130.4333"
"374",55.9,-4.2333,"55.9,-4.2333"
"375",34.45,132.3833,"34.45,132.3833"
"376",1.345,31.4728,"1.345,31.4728"
"377",64.4333,21.2,"64.4333,21.2"
"378",34.9,-110.1833,"34.9,-110.1833"
"379",9.0667,38.4167,"9.0667,38.4167"
"380",41.8,-91.8667,"41.8,-91.8667"
"381",21.3,-157.8667,"21.3,-157.8667"
"382",35.6667,115.5,"35.6667,115.5"
"383",39.35,-100.45,"39.35,-100.45"
"384",46.1,16.3333,"46.1,16.3333"
"385",26.4647,106.6324,"26.4647,106.6324"
"386",50.3,8.9167,"50.3,8.9167"
"387",61.1833,22.6833,"61.1833,22.6833"
"388",52.2833,7.7,"52.2833,7.7"
"389",-20,-45,"-20,-45"
"390",38,35,"38,35"
"391",58.2,82.9333,"58.2,82.9333"
"392",-32.1,28.3333,"-32.1,28.3333"
"393",-23.2,-51.8333,"-23.2,-51.8333"
"394",-6.0333,145.3667,"-6.0333,145.3667"
"395",39.75,46.6667,"39.75,46.6667"
"396",39.0833,-94.4,"39.0833,-94.4"
"397",41,112,"41,112"
"398",53.415,-111.3375,"53.415,-111.3375"
"399",-25.5,-54.5,"-25.5,-54.5"
"400",-8.9333,33.8,"-8.9333,33.8"
"401",-31.1833,-57.95,"-31.1833,-57.95"
"402",-3.4,-44.3333,"-3.4,-44.3333"
"403",26.5908,-12.9522,"26.5908,-12.9522"
"404",-8.4167,32.4333,"-8.4167,32.4333"
"405",-32.5,21.9,"-32.5,21.9"
"406",26.75,68.4167,"26.75,68.4167"
"407",31,75,"31,75"
"408",18.75,75.3333,"18.75,75.3333"
"409",39.7,105.8,"39.7,105.8"
"410",43.8333,20.4417,"43.8333,20.4417"
"411",46.4214,14.0522,"46.4214,14.0522"
"412",31.3,72.3833,"31.3,72.3833"
"413",31.9167,104.9167,"31.9167,104.9167"
"414",30.8083,109.5,"30.8083,109.5"
"415",44.05,126.1667,"44.05,126.1667"
"416",22.68,70.3133,"22.68,70.3133"
"417",55.7,24.4,"55.7,24.4"
"418",40.35,-104.9,"40.35,-104.9"
"419",-11.85,15.8333,"-11.85,15.8333"
"420",45.4333,-0.45,"45.4333,-0.45"
"421",35.5,115.4167,"35.5,115.4167"
"422",12.85,76.8,"12.85,76.8"
"423",-7.7167,111.2,"-7.7167,111.2"
"424",35.2,118.8,"35.2,118.8"
"425",38.7403,-7.27,"38.7403,-7.27"
"426",44.7167,4.3,"44.7167,4.3"
"427",47.35,21.3,"47.35,21.3"
"428",11.85,8.2167,"11.85,8.2167"
"429",27.0833,78.3333,"27.0833,78.3333"
"430",27.25,79.9667,"27.25,79.9667"
"431",49.8667,30.8333,"49.8667,30.8333"
"432",15,48.3,"15,48.3"
"433",55.4333,53.25,"55.4333,53.25"
"434",12.3833,78.5167,"12.3833,78.5167"
"435",45.1333,21.6667,"45.1333,21.6667"
"436",-6.8333,29.5,"-6.8333,29.5"
"437",17.8333,73.9833,"17.8333,73.9833"
"438",26.0333,81.4667,"26.0333,81.4667"
"439",36.0417,139.9567,"36.0417,139.9567"
"440",14.1833,75.8,"14.1833,75.8"
"441",31.6,65.7833,"31.6,65.7833"
"442",-7,115.5,"-7,115.5"
"443",32.0833,76.3,"32.0833,76.3"
"444",4.7,33.6333,"4.7,33.6333"
"445",20.3392,73.2233,"20.3392,73.2233"
"446",42.45,73.3667,"42.45,73.3667"
"447",47.2167,81.0167,"47.2167,81.0167"
"448",-3.5,35.5833,"-3.5,35.5833"
"449",12.9,7.15,"12.9,7.15"
"450",27.8,67.1667,"27.8,67.1667"
"451",31.5833,71.6,"31.5833,71.6"
"452",-35.0833,139.9167,"-35.0833,139.9167"
"453",35.3667,136.7667,"35.3667,136.7667"
"454",29.5833,77.5833,"29.5833,77.5833"
"455",11.3333,10.0833,"11.3333,10.0833"
"456",25.1433,75.8133,"25.1433,75.8133"
"457",39.2633,31.78,"39.2633,31.78"
"458",-7.75,112.0167,"-7.75,112.0167"
"459",36.5419,29.4182,"36.5419,29.4182"
"460",29.45,-96,"29.45,-96"
"461",20.4625,86.7028,"20.4625,86.7028"
"462",48.4,-3.3,"48.4,-3.3"
"463",48.1167,-3.0833,"48.1167,-3.0833"
"464",38.9833,141.6167,"38.9833,141.6167"
"465",29.5333,72.3,"29.5333,72.3"
"466",25.55,83.1167,"25.55,83.1167"
"467",50.625,35.075,"50.625,35.075"
"468",26.95,77.8833,"26.95,77.8833"
"469",28.0167,75.8167,"28.0167,75.8167"
"470",56.75,75.3333,"56.75,75.3333"
"471",25.1,81.5333,"25.1,81.5333"
"472",16,36,"16,36"
"473",14,28,"14,28"
"474",54.4,10.15,"54.4,10.15"
"475",16.5833,-11.3333,"16.5833,-11.3333"
"476",36.85,138.3833,"36.85,138.3833"
"477",55,34,"55,34"
"478",12.7667,9.8,"12.7667,9.8"
"479",43.5833,-89.6,"43.5833,-89.6"
"480",54.6667,-7.6667,"54.6667,-7.6667"
"481",11.6333,24.6833,"11.6333,24.6833"
"482",30.75,-95.95,"30.75,-95.95"
"483",48.1667,22.3083,"48.1667,22.3083"
"484",43.3833,-80.3833,"43.3833,-80.3833"
"485",51.6,10.8,"51.6,10.8"
"486",48.9,22.4,"48.9,22.4"
"487",34.7333,135.1667,"34.7333,135.1667"
"488",34.3,133.95,"34.3,133.95"
"489",35.7333,139.75,"35.7333,139.75"
"490",42.5167,26.1667,"42.5167,26.1667"
"491",48.7637,21.1763,"48.7637,21.1763"
"492",49.3269,7.4647,"49.3269,7.4647"
"493",54.0333,40.9,"54.0333,40.9"
"494",54.3333,56.0833,"54.3333,56.0833"
"495",56.8,77,"56.8,77"
"496",47.8333,30.7667,"47.8333,30.7667"
"497",51.15,31.7,"51.15,31.7"
"498",30.7311,66.8022,"30.7311,66.8022"
"499",50.75,33.5,"50.75,33.5"
"500",41.1167,45,"41.1167,45"
"501",55.7833,61.3667,"55.7833,61.3667"
"502",42.25,59.2,"42.25,59.2"
"503",37.05,138.3833,"37.05,138.3833"
"504",29.6833,78.3833,"29.6833,78.3833"
"505",44.5167,39.3,"44.5167,39.3"
"506",10.8333,76.0333,"10.8333,76.0333"
"507",55.2,75.3333,"55.2,75.3333"
"508",32.0333,130.6333,"32.0333,130.6333"
"509",47.0833,1.75,"47.0833,1.75"
"510",20.6667,-101.2833,"20.6667,-101.2833"
"511",-37.3333,-61.5333,"-37.3333,-61.5333"
"512",-31.2333,-58.1667,"-31.2333,-58.1667"
"513",44.2833,5.5833,"44.2833,5.5833"
"514",26.7833,82.7167,"26.7833,82.7167"
"515",48.7667,0.6333,"48.7667,0.6333"
"516",21.8667,76.0333,"21.8667,76.0333"
"517",24.45,78.5667,"24.45,78.5667"
"518",47.7,1.0667,"47.7,1.0667"
"519",43.75,5.1167,"43.75,5.1167"
"520",58.85,16.7333,"58.85,16.7333"
"521",46.2417,126.1961,"46.2417,126.1961"
"522",47.75,16.2333,"47.75,16.2333"
"523",33.1333,115.1667,"33.1333,115.1667"
"524",51.9,-1.1167,"51.9,-1.1167"
"525",52.45,51.5667,"52.45,51.5667"
"526",47.1667,0.4333,"47.1667,0.4333"
"527",48.5333,-0.8667,"48.5333,-0.8667"
"528",35.8833,-99.3333,"35.8833,-99.3333"
"529",-25.6667,28.3667,"-25.6667,28.3667"
"530",52.6667,-6.9667,"52.6667,-6.9667"
"531",34.5833,-87.5,"34.5833,-87.5"
"532",52.2667,32.85,"52.2667,32.85"
"533",48.35,3.25,"48.35,3.25"
"534",50.3667,4.7333,"50.3667,4.7333"
"535",-26.15,26.1833,"-26.15,26.1833"
"536",56.65,15.8667,"56.65,15.8667"
"537",52.5667,-8.7833,"52.5667,-8.7833"
"538",52.75,12.9,"52.75,12.9"
"539",31.6333,118.9833,"31.6333,118.9833"
"540",50.2,14.85,"50.2,14.85"
"541",37.9167,-92.0833,"37.9167,-92.0833"
"542",56,26.4333,"56,26.4333"
"543",29.5333,71.8,"29.5333,71.8"
"544",26.9656,72.6267,"26.9656,72.6267"
"545",38.7007,-77.2116,"38.7007,-77.2116"
"546",38,-0.8333,"38,-0.8333"
"547",36.0083,-95.15,"36.0083,-95.15"
"548",38.25,-85.75,"38.25,-85.75"
"549",52,19.9167,"52,19.9167"
"550",24.95,75.15,"24.95,75.15"
"551",47.85,0.4833,"47.85,0.4833"
"552",32.0333,-84.7667,"32.0333,-84.7667"
"553",24.8,103.3,"24.8,103.3"
"554",56.2167,13.0333,"56.2167,13.0333"
"555",61.2,27.7,"61.2,27.7"
"556",46.2167,5,"46.2167,5"
"557",-7.2167,29.4333,"-7.2167,29.4333"
"558",19,97,"19,97"
"559",-5.2,-36.6667,"-5.2,-36.6667"
"560",-15.2122,35.2422,"-15.2122,35.2422"
"561",-28.8333,31.95,"-28.8333,31.95"
"562",25.9167,86.3667,"25.9167,86.3667"
"563",-7.75,111.5333,"-7.75,111.5333"
"564",40.4167,-3.7167,"40.4167,-3.7167"
"565",-26.1667,-49.9333,"-26.1667,-49.9333"
"566",37.8667,27.5167,"37.8667,27.5167"
"567",-19.4833,31.65,"-19.4833,31.65"
"568",27.6667,95.7833,"27.6667,95.7833"
"569",12.8333,9.3833,"12.8333,9.3833"
"570",32.2167,-104,"32.2167,-104"
"571",9.5,31.75,"9.5,31.75"
"572",-3.1333,33.5167,"-3.1333,33.5167"
"573",-28.9333,-63.2333,"-28.9333,-63.2333"
"574",-29.45,26.7667,"-29.45,26.7667"
"575",45.2167,62.0833,"45.2167,62.0833"
"576",23.05,86.7,"23.05,86.7"
"577",20.9667,76.1,"20.9667,76.1"
"578",-17.65,31.6,"-17.65,31.6"
"579",45.8167,44.6333,"45.8167,44.6333"
"580",34.2333,72.0833,"34.2333,72.0833"
"581",42.7167,-99.3833,"42.7167,-99.3833"
"582",54.7618,11.4674,"54.7618,11.4674"
"583",4.6667,29.25,"4.6667,29.25"
"584",-22.25,-49.9333,"-22.25,-49.9333"
"585",41.9,-91.6,"41.9,-91.6"
"586",61.5,30.5,"61.5,30.5"
"587",44.5,0.15,"44.5,0.15"
"588",-14.2,48.1,"-14.2,48.1"
"589",35.8,-84.1,"35.8,-84.1"
"590",45.3667,1.8667,"45.3667,1.8667"
"591",48.1333,12.6167,"48.1333,12.6167"
"592",48.1833,13.1333,"48.1833,13.1333"
"593",-20,57,"-20,57"
"594",8.9667,12.0833,"8.9667,12.0833"
"595",24.6833,-101.6833,"24.6833,-101.6833"
"596",-1.2167,30,"-1.2167,30"
"597",1.0667,34.1667,"1.0667,34.1667"
"598",-27.25,-67.5,"-27.25,-67.5"
"599",29.0167,77.8,"29.0167,77.8"
"600",-6.2333,106.8833,"-6.2333,106.8833"
"601",53.1833,13.15,"53.1833,13.15"
"602",46.8187,7.2182,"46.8187,7.2182"
"603",55.05,12.0667,"55.05,12.0667"
"604",0,37.6667,"0,37.6667"
"605",25.4833,81.9833,"25.4833,81.9833"
"606",38.1833,15.5667,"38.1833,15.5667"
"607",50.5833,11.1,"50.5833,11.1"
"608",45.7667,3.25,"45.7667,3.25"
"609",46.5,25.7333,"46.5,25.7333"
"610",25.9,83.6167,"25.9,83.6167"
"611",34.8,111.7,"34.8,111.7"
"612",54.5667,-1.1667,"54.5667,-1.1667"
"613",42.9075,-90.3656,"42.9075,-90.3656"
"614",48.0667,30.9667,"48.0667,30.9667"
"615",35.5683,133.22,"35.5683,133.22"
"616",46.2333,17.5333,"46.2333,17.5333"
"617",46.1833,16.1,"46.1833,16.1"
"618",-26.45,120.3667,"-26.45,120.3667"
"619",35.4,-92.05,"35.4,-92.05"
"620",35.0783,136.9333,"35.0783,136.9333"
"621",37.2833,14.7,"37.2833,14.7"
"622",32.3333,120.6667,"32.3333,120.6667"
"623",47.7,16.6,"47.7,16.6"
"624",25.6833,83.25,"25.6833,83.25"
"625",56.6667,23,"56.6667,23"
"626",61.7333,5.9333,"61.7333,5.9333"
"627",46.8,24.0333,"46.8,24.0333"
"628",38.5,-101.1,"38.5,-101.1"
"629",-39.6333,174.4,"-39.6333,174.4"
"630",38.1167,-1.1667,"38.1167,-1.1667"
"631",-31.25,26.4667,"-31.25,26.4667"
"632",31.6083,-102.8583,"31.6083,-102.8583"
"633",35.25,-80.5,"35.25,-80.5"
"634",38.0167,-8.25,"38.0167,-8.25"
"635",43.2667,13.35,"43.2667,13.35"
"636",43.3906,1.9625,"43.3906,1.9625"
"637",47.6333,1.5833,"47.6333,1.5833"
"638",-15.9667,27.35,"-15.9667,27.35"
"639",35.4167,-79.3833,"35.4167,-79.3833"
"640",52.45,-8.3333,"52.45,-8.3333"
"641",-40.975,145.6,"-40.975,145.6"
"642",28.7833,78.8333,"28.7833,78.8333"
"643",49.6,18.5333,"49.6,18.5333"
"644",44.6,5.1333,"44.6,5.1333"
"645",59.4333,10.7,"59.4333,10.7"
"646",26.8333,77.3333,"26.8333,77.3333"
"647",45.2,8.5,"45.2,8.5"
"648",-29.8,141.7,"-29.8,141.7"
"649",18.7,4.8,"18.7,4.8"
"650",44.0833,6.8667,"44.0833,6.8667"
"651",-11.5,33.5,"-11.5,33.5"
"652",12.6333,77.0167,"12.6333,77.0167"
"653",9.3333,80.8333,"9.3333,80.8333"
"654",24.5,90.2167,"24.5,90.2167"
"655",-36.6167,145.2,"-36.6167,145.2"
"656",36.6,-88.1,"36.6,-88.1"
"657",26.1333,85.5333,"26.1333,85.5333"
"658",23.05,72.6333,"23.05,72.6333"
"659",12,1,"12,1"
"660",38.1217,140.0617,"38.1217,140.0617"
"661",26.9833,78.2167,"26.9833,78.2167"
"662",49.1667,19.5,"49.1667,19.5"
"663",31.3167,30.35,"31.3167,30.35"
"664",13.7333,100.0833,"13.7333,100.0833"
"665",12.2833,79.2,"12.2833,79.2"
"666",35.6667,103.5,"35.6667,103.5"
"667",38.4167,-77.1667,"38.4167,-77.1667"
"668",32.1167,121.8,"32.1167,121.8"
"669",19.25,77,"19.25,77"
"670",33.75,51.5,"33.75,51.5"
"671",-34.05,150.6889,"-34.05,150.6889"
"672",42.5167,12.5167,"42.5167,12.5167"
"673",-21.7333,165.9,"-21.7333,165.9"
"674",21.25,83.6667,"21.25,83.6667"
"675",36.4492,136.4653,"36.4492,136.4653"
"676",18.6833,83.4833,"18.6833,83.4833"
"677",9.5,35.3333,"9.5,35.3333"
"678",56.5,21.5,"56.5,21.5"
"679",47.525,10.8083,"47.525,10.8083"
"680",40,-81.7667,"40,-81.7667"
"681",15.3667,35.6833,"15.3667,35.6833"
"682",29.9472,-90.1098,"29.9472,-90.1098"
"683",-7.45,111.4167,"-7.45,111.4167"
"684",13.85,-4.3833,"13.85,-4.3833"
"685",49.0333,-1.4333,"49.0333,-1.4333"
"686",52.45,78.6333,"52.45,78.6333"
"687",56.1167,37.3333,"56.1167,37.3333"
"688",29.8667,121.4833,"29.8667,121.4833"
"689",32.925,105.9067,"32.925,105.9067"
"690",34.2,131.5667,"34.2,131.5667"
"691",-28.5667,30.7,"-28.5667,30.7"
"692",44.0833,-69.4833,"44.0833,-69.4833"
"693",40.0853,-86.055,"40.0853,-86.055"
"694",33.725,130.75,"33.725,130.75"
"695",-32.3667,-59.8333,"-32.3667,-59.8333"
"696",36.2167,-92.2667,"36.2167,-92.2667"
"697",39.6833,-99.8667,"39.6833,-99.8667"
"698",45.2917,11.5272,"45.2917,11.5272"
"699",54.8167,46,"54.8167,46"
"700",58.55,31.3333,"58.55,31.3333"
"701",56,22,"56,22"
"702",42.9167,102.4667,"42.9167,102.4667"
"703",24.3,-102.1333,"24.3,-102.1333"
"704",41.6333,0.75,"41.6333,0.75"
"705",43.3333,141.8667,"43.3333,141.8667"
"706",21.2083,94.9167,"21.2083,94.9167"
"707",47.55,22.025,"47.55,22.025"
"708",57.7833,55.2667,"57.7833,55.2667"
"709",52.2833,8.05,"52.2833,8.05"
"710",58.5,23,"58.5,23"
"711",47.8833,22.0333,"47.8833,22.0333"
"712",33.2833,130.2,"33.2833,130.2"
"713",46.0667,23.5833,"46.0667,23.5833"
"714",6.75,8.5,"6.75,8.5"
"715",38.1833,-5.4,"38.1833,-5.4"
"716",36.1833,139.2167,"36.1833,139.2167"
"717",35.0833,135.2,"35.0833,135.2"
"718",50.8333,25.5,"50.8333,25.5"
"719",52.95,8.1667,"52.95,8.1667"
"720",39,-0.0333,"39,-0.0333"
"721",38.7167,-7.0667,"38.7167,-7.0667"
"722",39.5667,-2.1,"39.5667,-2.1"
