"","reclat","reclong","lat_lng"
"12194",-84.2885,161.376,"-84.2885,161.376"
"12195",-84.2889,161.3327,"-84.2889,161.3327"
"12196",-84.2695,161.4029,"-84.2695,161.4029"
"12197",-84.2702,161.3487,"-84.2702,161.3487"
"12198",-84.2515,161.3779,"-84.2515,161.3779"
"12199",-84.2644,161.3929,"-84.2644,161.3929"
"12200",-84.2752,161.4031,"-84.2752,161.4031"
"12201",-84.2771,161.4052,"-84.2771,161.4052"
"12202",-84.2726,161.4044,"-84.2726,161.4044"
"12203",-84.2952,161.3213,"-84.2952,161.3213"
"12204",-84.2762,161.4015,"-84.2762,161.4015"
"12205",-84.2819,161.3392,"-84.2819,161.3392"
"12206",-84.2662,161.4149,"-84.2662,161.4149"
"12207",-84.2895,161.3289,"-84.2895,161.3289"
"12208",-84.2668,161.3574,"-84.2668,161.3574"
"12209",-84.2372,161.4601,"-84.2372,161.4601"
"12210",-84.2395,161.4114,"-84.2395,161.4114"
"12211",-84.2827,161.3416,"-84.2827,161.3416"
"12212",-84.2361,161.4729,"-84.2361,161.4729"
"12213",-84.2412,161.4901,"-84.2412,161.4901"
"12214",-84.2348,161.4498,"-84.2348,161.4498"
"12215",-84.241,161.4916,"-84.241,161.4916"
"12216",-84.2827,161.3628,"-84.2827,161.3628"
"12217",-84.2389,161.506,"-84.2389,161.506"
"12218",-84.2362,161.4552,"-84.2362,161.4552"
"12219",-84.2728,161.4033,"-84.2728,161.4033"
"12220",-84.273,161.4049,"-84.273,161.4049"
"12221",-84.2853,161.3259,"-84.2853,161.3259"
"12222",-84.2366,161.4481,"-84.2366,161.4481"
"12223",-84.2909,161.331,"-84.2909,161.331"
"12224",-84.2386,161.4252,"-84.2386,161.4252"
"12225",-84.2722,161.4022,"-84.2722,161.4022"
"12226",-84.2515,161.3846,"-84.2515,161.3846"
"12227",-84.2352,161.4463,"-84.2352,161.4463"
"12228",-84.2698,161.4041,"-84.2698,161.4041"
"12229",-84.2738,161.4069,"-84.2738,161.4069"
"12230",-84.2699,161.4074,"-84.2699,161.4074"
"12231",-84.2681,161.3436,"-84.2681,161.3436"
"12232",-84.2894,161.3365,"-84.2894,161.3365"
"12233",-84.2691,161.3713,"-84.2691,161.3713"
"12234",-84.2711,161.4078,"-84.2711,161.4078"
"12235",-84.2748,161.4025,"-84.2748,161.4025"
"12236",-84.252,161.4107,"-84.252,161.4107"
"12237",-84.2692,161.3857,"-84.2692,161.3857"
"12238",-84.2555,161.3882,"-84.2555,161.3882"
"12239",-84.2538,161.3935,"-84.2538,161.3935"
"12240",-84.251,161.4053,"-84.251,161.4053"
"12241",-84.2704,161.4051,"-84.2704,161.4051"
"12242",-84.2513,161.3872,"-84.2513,161.3872"
"12243",-84.2742,161.3963,"-84.2742,161.3963"
"12244",-84.2459,161.4008,"-84.2459,161.4008"
"12245",-84.2528,161.4517,"-84.2528,161.4517"
"12246",-84.2515,161.3894,"-84.2515,161.3894"
"12247",-84.2543,161.3919,"-84.2543,161.3919"
"12248",-84.2508,161.4065,"-84.2508,161.4065"
"12249",-84.2518,161.3834,"-84.2518,161.3834"
"12250",-84.2558,161.4052,"-84.2558,161.4052"
"12251",-84.2531,161.4275,"-84.2531,161.4275"
"12252",-84.2514,161.3895,"-84.2514,161.3895"
"12253",-84.2516,161.3772,"-84.2516,161.3772"
"12254",-84.2532,161.455,"-84.2532,161.455"
"12255",-84.2398,161.4524,"-84.2398,161.4524"
"12256",-84.2393,161.4563,"-84.2393,161.4563"
"12257",-84.2415,161.4745,"-84.2415,161.4745"
"12258",-84.2423,161.4381,"-84.2423,161.4381"
"12259",-84.2385,161.4337,"-84.2385,161.4337"
"12260",-84.2408,161.4359,"-84.2408,161.4359"
"12261",-84.2375,161.4615,"-84.2375,161.4615"
"12262",-84.242,161.4433,"-84.242,161.4433"
"12263",-84.2378,161.4515,"-84.2378,161.4515"
"12264",-84.2384,161.4317,"-84.2384,161.4317"
"12265",-84.2434,161.4366,"-84.2434,161.4366"
"12266",-84.2384,161.456,"-84.2384,161.456"
"12267",-84.2389,161.441,"-84.2389,161.441"
"12268",-84.2396,161.4443,"-84.2396,161.4443"
"12269",-84.2428,161.4259,"-84.2428,161.4259"
"12270",-84.2435,161.4425,"-84.2435,161.4425"
"12271",-84.2403,161.4339,"-84.2403,161.4339"
"12272",-84.2435,161.4469,"-84.2435,161.4469"
"12273",-84.2376,161.4483,"-84.2376,161.4483"
"12274",-84.2397,161.4372,"-84.2397,161.4372"
"12275",-84.2369,161.4372,"-84.2369,161.4372"
"12276",-84.2417,161.4365,"-84.2417,161.4365"
"12277",-84.2372,161.4388,"-84.2372,161.4388"
"12278",-84.2369,161.438,"-84.2369,161.438"
"12279",-84.2382,161.4633,"-84.2382,161.4633"
"12280",-84.2424,161.4687,"-84.2424,161.4687"
"12281",-84.2407,161.4427,"-84.2407,161.4427"
"12282",-84.2383,161.4477,"-84.2383,161.4477"
"12283",-84.2399,161.4372,"-84.2399,161.4372"
"12284",-84.243,161.4348,"-84.243,161.4348"
"12285",-84.2391,161.4389,"-84.2391,161.4389"
"12286",-84.2355,161.6155,"-84.2355,161.6155"
"12287",-84.239,161.4638,"-84.239,161.4638"
"12288",-84.2378,161.4437,"-84.2378,161.4437"
"12289",-84.2423,161.4317,"-84.2423,161.4317"
"12290",-84.2412,161.4421,"-84.2412,161.4421"
"12291",-84.2378,161.4644,"-84.2378,161.4644"
"12292",-84.2436,161.4475,"-84.2436,161.4475"
"12293",-84.2383,161.4364,"-84.2383,161.4364"
"12294",-84.2459,161.4671,"-84.2459,161.4671"
"12295",-84.2421,161.4408,"-84.2421,161.4408"
"12296",-84.2373,161.4504,"-84.2373,161.4504"
"12297",-84.2373,161.4475,"-84.2373,161.4475"
"12298",-84.2424,161.4391,"-84.2424,161.4391"
"12299",-84.2386,161.4425,"-84.2386,161.4425"
"12300",-84.2381,161.4463,"-84.2381,161.4463"
"12301",-84.2435,161.4403,"-84.2435,161.4403"
"12302",-84.2394,161.4437,"-84.2394,161.4437"
"12303",-84.2425,161.4343,"-84.2425,161.4343"
"12304",-84.2375,161.4443,"-84.2375,161.4443"
"12305",-84.2414,161.4412,"-84.2414,161.4412"
"12306",-84.2373,161.4491,"-84.2373,161.4491"
"12307",-84.2439,161.4367,"-84.2439,161.4367"
"12308",-84.2429,161.4411,"-84.2429,161.4411"
"12309",-84.2482,161.3856,"-84.2482,161.3856"
"12310",-84.2874,161.3265,"-84.2874,161.3265"
"12311",-84.2508,161.3756,"-84.2508,161.3756"
"12312",-84.2506,161.4284,"-84.2506,161.4284"
"12313",-84.2497,161.3833,"-84.2497,161.3833"
"12314",-84.2396,161.4739,"-84.2396,161.4739"
"12315",-84.2361,161.4952,"-84.2361,161.4952"
"12316",-84.2492,161.3836,"-84.2492,161.3836"
"12317",-84.2464,161.43,"-84.2464,161.43"
"12318",-84.2428,161.4889,"-84.2428,161.4889"
"12319",-84.2816,161.3412,"-84.2816,161.3412"
"12320",-84.2499,161.3831,"-84.2499,161.3831"
"12321",-84.2469,161.3946,"-84.2469,161.3946"
"12322",-84.2509,161.3854,"-84.2509,161.3854"
"12323",-84.248,161.394,"-84.248,161.394"
"12324",-84.2485,161.4299,"-84.2485,161.4299"
"12325",-84.2491,161.416,"-84.2491,161.416"
"12326",-84.2482,161.3939,"-84.2482,161.3939"
"12327",-84.2501,161.4238,"-84.2501,161.4238"
"12328",-84.2507,161.3877,"-84.2507,161.3877"
"12329",-84.2509,161.4315,"-84.2509,161.4315"
"12330",-84.2372,161.4516,"-84.2372,161.4516"
"12331",-84.2509,161.384,"-84.2509,161.384"
"12332",-84.2488,161.4258,"-84.2488,161.4258"
"12333",-84.2469,161.4184,"-84.2469,161.4184"
"12334",-84.2483,161.4378,"-84.2483,161.4378"
"12335",-84.2465,161.4425,"-84.2465,161.4425"
"12336",-84.2478,161.4412,"-84.2478,161.4412"
"12337",-84.2481,161.4129,"-84.2481,161.4129"
"12338",-84.2468,161.4626,"-84.2468,161.4626"
"12339",-84.2508,161.378,"-84.2508,161.378"
"12340",-84.2485,161.4377,"-84.2485,161.4377"
"12341",-84.2491,161.3836,"-84.2491,161.3836"
"12342",-84.2501,161.3884,"-84.2501,161.3884"
"12343",-84.2492,161.381,"-84.2492,161.381"
"12344",-84.2492,161.4046,"-84.2492,161.4046"
"12345",-84.2413,161.4653,"-84.2413,161.4653"
"12346",-84.2483,161.3934,"-84.2483,161.3934"
"12347",-84.2977,161.2877,"-84.2977,161.2877"
"12348",-84.2481,161.4236,"-84.2481,161.4236"
"12349",-84.2484,161.4583,"-84.2484,161.4583"
"12350",-84.2354,161.4854,"-84.2354,161.4854"
"12351",-84.2478,161.3953,"-84.2478,161.3953"
"12352",-84.2483,161.4504,"-84.2483,161.4504"
"12353",-84.2471,161.4438,"-84.2471,161.4438"
"12354",-84.2475,161.4642,"-84.2475,161.4642"
"12355",-84.2491,161.3814,"-84.2491,161.3814"
"12356",-84.2494,161.4072,"-84.2494,161.4072"
"12357",-84.2503,161.381,"-84.2503,161.381"
"12358",-84.2476,161.3895,"-84.2476,161.3895"
"12359",-84.2482,161.3871,"-84.2482,161.3871"
"12360",-84.249,161.3791,"-84.249,161.3791"
"12361",-84.2476,161.4271,"-84.2476,161.4271"
"12362",-84.2483,161.4296,"-84.2483,161.4296"
"12363",-84.2481,161.4011,"-84.2481,161.4011"
"12364",-84.2469,161.4457,"-84.2469,161.4457"
"12365",-84.2492,161.3759,"-84.2492,161.3759"
"12366",-84.2472,161.4309,"-84.2472,161.4309"
"12367",-84.2479,161.4096,"-84.2479,161.4096"
"12368",-84.2483,161.4605,"-84.2483,161.4605"
"12369",-84.248,161.3867,"-84.248,161.3867"
"12370",-84.2503,161.388,"-84.2503,161.388"
"12371",-84.2477,161.3936,"-84.2477,161.3936"
"12372",-84.2477,161.436,"-84.2477,161.436"
"12373",-84.2482,161.422,"-84.2482,161.422"
"12374",-84.2506,161.3875,"-84.2506,161.3875"
"12375",-84.2511,161.4301,"-84.2511,161.4301"
"12376",-84.2506,161.3855,"-84.2506,161.3855"
"12377",-84.2494,161.388,"-84.2494,161.388"
"12378",-84.2517,161.4274,"-84.2517,161.4274"
"12379",-84.2481,161.3927,"-84.2481,161.3927"
"12380",-84.2483,161.3951,"-84.2483,161.3951"
"12381",-84.2462,161.4264,"-84.2462,161.4264"
"12382",-84.2508,161.3883,"-84.2508,161.3883"
"12383",-84.2476,161.3911,"-84.2476,161.3911"
"12384",-84.2477,161.4039,"-84.2477,161.4039"
"12385",-84.2888,161.3356,"-84.2888,161.3356"
"12386",-84.2906,161.3303,"-84.2906,161.3303"
"12387",-84.2468,161.3953,"-84.2468,161.3953"
"12388",-84.2461,161.4107,"-84.2461,161.4107"
"12389",-84.2493,161.4411,"-84.2493,161.4411"
"12390",-84.2504,161.4041,"-84.2504,161.4041"
"12391",-84.2497,161.4041,"-84.2497,161.4041"
"12392",-84.2494,161.3974,"-84.2494,161.3974"
"12393",-84.2434,161.5016,"-84.2434,161.5016"
"12394",-84.2491,161.433,"-84.2491,161.433"
"12395",-84.2506,161.447,"-84.2506,161.447"
"12396",-84.2504,161.4328,"-84.2504,161.4328"
"12397",-84.2505,161.403,"-84.2505,161.403"
"12398",-84.2507,161.4077,"-84.2507,161.4077"
"12399",-84.2466,161.4123,"-84.2466,161.4123"
"12400",-84.2498,161.399,"-84.2498,161.399"
"12401",-84.2368,161.4469,"-84.2368,161.4469"
"12402",-84.2475,161.3751,"-84.2475,161.3751"
"12403",-84.2496,161.4293,"-84.2496,161.4293"
"12404",-84.2513,161.4262,"-84.2513,161.4262"
"12405",-84.2506,161.4031,"-84.2506,161.4031"
"12406",-84.251,161.4585,"-84.251,161.4585"
"12407",-84.2466,161.4119,"-84.2466,161.4119"
"12408",-84.2492,161.4563,"-84.2492,161.4563"
"12409",-84.2503,161.4441,"-84.2503,161.4441"
"12410",-84.2638,161.3501,"-84.2638,161.3501"
"12411",-84.2511,161.4443,"-84.2511,161.4443"
"12412",-84.2523,161.4671,"-84.2523,161.4671"
"12413",-84.2516,161.4063,"-84.2516,161.4063"
"12414",-84.2519,161.411,"-84.2519,161.411"
"12415",-84.2503,161.4057,"-84.2503,161.4057"
"12416",-84.2505,161.402,"-84.2505,161.402"
"12417",-84.2474,161.3761,"-84.2474,161.3761"
"12418",-84.2489,161.3698,"-84.2489,161.3698"
"12419",-84.2397,161.5144,"-84.2397,161.5144"
"12420",-84.2838,161.3277,"-84.2838,161.3277"
"12421",-84.2388,161.4843,"-84.2388,161.4843"
"12422",-84.2491,161.4096,"-84.2491,161.4096"
"12423",-84.2501,161.3948,"-84.2501,161.3948"
"12424",-84.2495,161.3859,"-84.2495,161.3859"
"12425",-84.2515,161.3824,"-84.2515,161.3824"
"12426",-84.2534,161.4208,"-84.2534,161.4208"
"12427",-84.2452,161.4456,"-84.2452,161.4456"
"12428",-84.2528,161.3995,"-84.2528,161.3995"
"12429",-84.252,161.4034,"-84.252,161.4034"
"12430",-84.2537,161.4615,"-84.2537,161.4615"
"12431",-84.2511,161.3712,"-84.2511,161.3712"
"12432",-84.2451,161.4442,"-84.2451,161.4442"
"12433",-84.2445,161.4317,"-84.2445,161.4317"
"12434",-84.245,161.4548,"-84.245,161.4548"
"12435",-84.2443,161.4445,"-84.2443,161.4445"
"12436",-84.2551,161.408,"-84.2551,161.408"
"12437",-84.2536,161.4032,"-84.2536,161.4032"
"12438",-84.251,161.3706,"-84.251,161.3706"
"12439",-84.2514,161.3695,"-84.2514,161.3695"
"12440",-84.2555,161.4043,"-84.2555,161.4043"
"12441",-84.2544,161.3875,"-84.2544,161.3875"
"12442",-84.2462,161.4102,"-84.2462,161.4102"
"12443",-84.2512,161.4491,"-84.2512,161.4491"
"12444",-84.2472,161.4194,"-84.2472,161.4194"
"12445",-84.2496,161.3836,"-84.2496,161.3836"
"12446",-84.2501,161.405,"-84.2501,161.405"
"12447",-84.251,161.4388,"-84.251,161.4388"
"12448",-84.2462,161.4076,"-84.2462,161.4076"
"12449",-84.2506,161.4073,"-84.2506,161.4073"
"12450",-84.2489,161.3719,"-84.2489,161.3719"
"12451",-84.2494,161.3965,"-84.2494,161.3965"
"12452",-84.249,161.4636,"-84.249,161.4636"
"12453",-84.2466,161.4076,"-84.2466,161.4076"
"12454",-84.2509,161.4605,"-84.2509,161.4605"
"12455",-84.2497,161.4034,"-84.2497,161.4034"
"12456",-84.2462,161.4088,"-84.2462,161.4088"
"12457",-84.2511,161.4576,"-84.2511,161.4576"
"12458",-84.2519,161.4307,"-84.2519,161.4307"
"12459",-84.2475,161.4136,"-84.2475,161.4136"
"12460",-84.2485,161.3829,"-84.2485,161.3829"
"12461",-84.2469,161.407,"-84.2469,161.407"
"12462",-84.2511,161.4135,"-84.2511,161.4135"
"12463",-84.2502,161.406,"-84.2502,161.406"
"12464",-84.2505,161.3701,"-84.2505,161.3701"
"12465",-84.2519,161.4071,"-84.2519,161.4071"
"12466",-84.2508,161.4187,"-84.2508,161.4187"
"12467",-84.2523,161.4541,"-84.2523,161.4541"
"12468",-84.253,161.4017,"-84.253,161.4017"
"12469",-84.2508,161.4134,"-84.2508,161.4134"
"12470",-84.2733,161.408,"-84.2733,161.408"
"12471",-84.2897,161.3361,"-84.2897,161.3361"
"12472",-84.2699,161.3771,"-84.2699,161.3771"
"12473",-84.2691,161.3885,"-84.2691,161.3885"
"12474",-84.2687,161.4096,"-84.2687,161.4096"
"12475",-84.2737,161.388,"-84.2737,161.388"
"12476",-84.2755,161.4003,"-84.2755,161.4003"
"12477",-84.269,161.4238,"-84.269,161.4238"
"12478",-84.2696,161.4166,"-84.2696,161.4166"
"12479",-84.2685,161.4249,"-84.2685,161.4249"
"12480",-84.2694,161.3959,"-84.2694,161.3959"
"12481",-84.2704,161.418,"-84.2704,161.418"
"12482",-84.288,161.3406,"-84.288,161.3406"
"12483",-84.2695,161.3645,"-84.2695,161.3645"
"12484",-84.2673,161.3654,"-84.2673,161.3654"
"12485",-84.2685,161.3706,"-84.2685,161.3706"
"12486",-84.2698,161.3788,"-84.2698,161.3788"
"12487",-84.2696,161.3788,"-84.2696,161.3788"
"12488",-84.2695,161.3717,"-84.2695,161.3717"
"12489",-84.2699,161.3776,"-84.2699,161.3776"
"12490",-84.2675,161.3539,"-84.2675,161.3539"
"12491",-84.2701,161.395,"-84.2701,161.395"
"12492",-84.2701,161.4222,"-84.2701,161.4222"
"12493",-84.2683,161.3759,"-84.2683,161.3759"
"12494",-84.2527,161.4556,"-84.2527,161.4556"
"12495",-84.2515,161.3888,"-84.2515,161.3888"
"12496",-84.2514,161.3717,"-84.2514,161.3717"
"12497",-84.2517,161.409,"-84.2517,161.409"
"12498",-84.2534,161.4433,"-84.2534,161.4433"
"12499",-84.2717,161.3996,"-84.2717,161.3996"
"12500",-84.2711,161.4257,"-84.2711,161.4257"
"12501",-84.2769,161.4081,"-84.2769,161.4081"
"12502",-84.2673,161.4481,"-84.2673,161.4481"
"12503",-84.2715,161.4063,"-84.2715,161.4063"
"12504",-84.2727,161.4131,"-84.2727,161.4131"
"12505",-84.2709,161.3873,"-84.2709,161.3873"
"12506",-84.2734,161.4143,"-84.2734,161.4143"
"12507",-84.2723,161.4026,"-84.2723,161.4026"
"12508",-84.2726,161.3791,"-84.2726,161.3791"
"12509",-84.2709,161.4058,"-84.2709,161.4058"
"12510",-84.2748,161.3941,"-84.2748,161.3941"
"12511",-84.273,161.4064,"-84.273,161.4064"
"12512",-84.2935,161.329,"-84.2935,161.329"
"12513",-84.2746,161.4262,"-84.2746,161.4262"
"12514",-84.2719,161.4056,"-84.2719,161.4056"
"12515",-84.2733,161.4024,"-84.2733,161.4024"
"12516",-84.2708,161.3694,"-84.2708,161.3694"
"12517",-84.2773,161.4041,"-84.2773,161.4041"
"12518",-84.2728,161.4109,"-84.2728,161.4109"
"12519",-84.2908,161.3384,"-84.2908,161.3384"
"12520",-84.2716,161.4048,"-84.2716,161.4048"
"12521",-84.2722,161.3718,"-84.2722,161.3718"
"12522",-84.2645,161.3701,"-84.2645,161.3701"
"12523",-84.2747,161.3915,"-84.2747,161.3915"
"12524",-84.2733,161.3785,"-84.2733,161.3785"
"12525",-84.2953,161.3221,"-84.2953,161.3221"
"12526",-84.2708,161.3692,"-84.2708,161.3692"
"12527",-84.267,161.4191,"-84.267,161.4191"
"12528",-84.2759,161.4067,"-84.2759,161.4067"
"12529",-84.275,161.398,"-84.275,161.398"
"12530",-84.2665,161.4116,"-84.2665,161.4116"
"12531",-84.2776,161.402,"-84.2776,161.402"
"12532",-84.2712,161.4164,"-84.2712,161.4164"
"12533",-84.2719,161.3998,"-84.2719,161.3998"
"12534",-84.2927,161.3532,"-84.2927,161.3532"
"12535",-84.2715,161.3669,"-84.2715,161.3669"
"12536",-84.2766,161.4107,"-84.2766,161.4107"
"12537",-84.2775,161.4053,"-84.2775,161.4053"
"12538",-84.2748,161.4177,"-84.2748,161.4177"
"12539",-84.2665,161.3572,"-84.2665,161.3572"
"12540",-84.2713,161.4123,"-84.2713,161.4123"
"12541",-84.2724,161.4055,"-84.2724,161.4055"
"12542",-84.2762,161.412,"-84.2762,161.412"
"12543",-84.2762,161.4097,"-84.2762,161.4097"
"12544",-84.2718,161.4113,"-84.2718,161.4113"
"12545",-84.2938,161.3224,"-84.2938,161.3224"
"12546",-84.276,161.4069,"-84.276,161.4069"
"12547",-84.2786,161.3956,"-84.2786,161.3956"
"12548",-84.2749,161.3846,"-84.2749,161.3846"
"12549",-84.2856,161.3273,"-84.2856,161.3273"
"12550",-84.2773,161.4068,"-84.2773,161.4068"
"12551",-84.2769,161.406,"-84.2769,161.406"
"12552",-84.2772,161.4009,"-84.2772,161.4009"
"12553",-84.2721,161.4123,"-84.2721,161.4123"
"12554",-84.2711,161.3865,"-84.2711,161.3865"
"12555",-84.2734,161.4033,"-84.2734,161.4033"
"12556",-84.2722,161.4048,"-84.2722,161.4048"
"12557",-84.2786,161.4061,"-84.2786,161.4061"
"12558",-84.271,161.3684,"-84.271,161.3684"
"12559",-84.2765,161.4115,"-84.2765,161.4115"
"12560",-84.2717,161.4045,"-84.2717,161.4045"
"12561",-84.2748,161.3965,"-84.2748,161.3965"
"12562",-84.2714,161.4044,"-84.2714,161.4044"
"12563",-84.2722,161.4111,"-84.2722,161.4111"
"12564",-84.2718,161.4018,"-84.2718,161.4018"
"12565",-84.2781,161.3975,"-84.2781,161.3975"
"12566",-84.2767,161.406,"-84.2767,161.406"
"12567",-84.2785,161.4012,"-84.2785,161.4012"
"12568",-84.2767,161.4087,"-84.2767,161.4087"
"12569",-84.2753,161.3797,"-84.2753,161.3797"
"12570",-84.272,161.3652,"-84.272,161.3652"
"12571",-84.2739,161.3609,"-84.2739,161.3609"
"12572",-84.2311,161.4868,"-84.2311,161.4868"
"12573",-84.2371,161.5947,"-84.2371,161.5947"
"12574",-84.2337,161.5694,"-84.2337,161.5694"
"12575",-84.2744,161.3651,"-84.2744,161.3651"
"12576",-84.2769,161.3956,"-84.2769,161.3956"
"12577",-84.2321,161.5174,"-84.2321,161.5174"
"12578",-84.2725,161.3626,"-84.2725,161.3626"
"12579",-84.2305,161.5596,"-84.2305,161.5596"
"12580",-84.2821,161.3769,"-84.2821,161.3769"
"12581",-84.2746,161.3552,"-84.2746,161.3552"
"12582",-84.2752,161.3768,"-84.2752,161.3768"
"12583",-84.233,161.5467,"-84.233,161.5467"
"12584",-84.2829,161.3768,"-84.2829,161.3768"
"12585",-84.2764,161.3577,"-84.2764,161.3577"
"12586",-84.234,161.5439,"-84.234,161.5439"
"12587",-84.2719,161.3673,"-84.2719,161.3673"
"12588",-84.2855,161.3596,"-84.2855,161.3596"
"12589",-84.2324,161.4769,"-84.2324,161.4769"
"12590",-84.2534,161.5145,"-84.2534,161.5145"
"12591",-84.2782,161.3612,"-84.2782,161.3612"
"12592",-84.2331,161.5464,"-84.2331,161.5464"
"12593",-84.2859,161.3486,"-84.2859,161.3486"
"12594",-84.2809,161.3679,"-84.2809,161.3679"
"12595",-84.2719,161.356,"-84.2719,161.356"
"12596",-84.232,161.5134,"-84.232,161.5134"
"12597",-84.2716,161.3613,"-84.2716,161.3613"
"12598",-84.2316,161.5091,"-84.2316,161.5091"
"12599",-84.2798,161.3577,"-84.2798,161.3577"
"12600",-84.23,161.5537,"-84.23,161.5537"
"12601",-84.2843,161.3617,"-84.2843,161.3617"
"12602",-84.2324,161.553,"-84.2324,161.553"
"12603",-84.2872,161.3845,"-84.2872,161.3845"
"12604",-84.2851,161.3798,"-84.2851,161.3798"
"12605",-84.2313,161.4758,"-84.2313,161.4758"
"12606",-84.2843,161.3634,"-84.2843,161.3634"
"12607",-84.2341,161.4792,"-84.2341,161.4792"
"12608",-84.272,161.3598,"-84.272,161.3598"
"12609",-84.2874,161.3423,"-84.2874,161.3423"
"12610",-84.279,161.3717,"-84.279,161.3717"
"12611",-84.2875,161.3436,"-84.2875,161.3436"
"12612",-84.2843,161.3873,"-84.2843,161.3873"
"12613",-84.284,161.3649,"-84.284,161.3649"
"12614",-84.2353,161.5154,"-84.2353,161.5154"
"12615",-84.2336,161.4898,"-84.2336,161.4898"
"12616",-84.2353,161.5118,"-84.2353,161.5118"
"12617",-84.2854,161.3865,"-84.2854,161.3865"
"12618",-84.2805,161.3926,"-84.2805,161.3926"
"12619",-84.2737,161.362,"-84.2737,161.362"
"12620",-84.2337,161.4632,"-84.2337,161.4632"
"12621",-84.2351,161.4876,"-84.2351,161.4876"
"12622",-84.2784,161.3514,"-84.2784,161.3514"
"12623",-84.2835,161.3243,"-84.2835,161.3243"
"12624",-84.28,161.3801,"-84.28,161.3801"
"12625",-84.2314,161.4647,"-84.2314,161.4647"
"12626",-84.272,161.4106,"-84.272,161.4106"
"12627",-84.2704,161.3926,"-84.2704,161.3926"
"12628",-84.2339,161.4987,"-84.2339,161.4987"
"12629",-84.2862,161.3758,"-84.2862,161.3758"
"12630",-84.2459,161.4014,"-84.2459,161.4014"
"12631",-84.233,161.4755,"-84.233,161.4755"
"12632",-84.2311,161.4633,"-84.2311,161.4633"
"12633",-84.234,161.4759,"-84.234,161.4759"
"12634",-84.2324,161.5229,"-84.2324,161.5229"
"12635",-84.2317,161.5475,"-84.2317,161.5475"
"12636",-84.2801,161.3634,"-84.2801,161.3634"
"12637",-84.2349,161.5688,"-84.2349,161.5688"
"12638",-84.2786,161.373,"-84.2786,161.373"
"12639",-84.2874,161.356,"-84.2874,161.356"
"12640",-84.2508,161.3694,"-84.2508,161.3694"
"12641",-84.2506,161.4592,"-84.2506,161.4592"
"12642",-84.2356,161.4487,"-84.2356,161.4487"
"12643",-84.244,161.4312,"-84.244,161.4312"
"12644",-84.2699,161.4012,"-84.2699,161.4012"
"12645",-84.2532,161.4193,"-84.2532,161.4193"
"12646",-84.253,161.4042,"-84.253,161.4042"
"12647",-84.2447,161.4254,"-84.2447,161.4254"
"12648",-84.2311,161.4461,"-84.2311,161.4461"
"12649",-84.2499,161.4285,"-84.2499,161.4285"
"12650",-84.2374,161.4937,"-84.2374,161.4937"
"12651",-84.2523,161.3881,"-84.2523,161.3881"
"12652",-84.2408,161.4487,"-84.2408,161.4487"
"12653",-84.2914,161.5197,"-84.2914,161.5197"
"12654",-84.2626,161.4496,"-84.2626,161.4496"
"12655",-84.273,161.7208,"-84.273,161.7208"
"12656",-84.2741,161.6801,"-84.2741,161.6801"
"12657",-84.2891,161.3741,"-84.2891,161.3741"
"12658",-84.3837,162.0802,"-84.3837,162.0802"
"12659",-84.273,161.7211,"-84.273,161.7211"
"12660",-84.274,161.6804,"-84.274,161.6804"
"12661",-84.2738,161.6865,"-84.2738,161.6865"
"12662",-84.274,161.6805,"-84.274,161.6805"
"12663",-84.265,161.4055,"-84.265,161.4055"
"12664",-84.2739,161.6849,"-84.2739,161.6849"
"12665",-84.2739,161.6836,"-84.2739,161.6836"
"12666",-84.2738,161.6832,"-84.2738,161.6832"
"12667",-84.2739,161.6845,"-84.2739,161.6845"
"12668",-84.2738,161.6888,"-84.2738,161.6888"
"12669",-84.274,161.6791,"-84.274,161.6791"
"12670",-84.2739,161.6848,"-84.2739,161.6848"
"12671",-84.2737,161.6848,"-84.2737,161.6848"
"12672",-84.2738,161.6855,"-84.2738,161.6855"
"12673",-84.274,161.6806,"-84.274,161.6806"
"12674",-84.2723,161.4128,"-84.2723,161.4128"
